Ward Name,Street Name,Longitude,Latitude,Area (m²),Width (m),Length (m),Land Type,Legal Status,House Direction,Property Features,Price
Phường Hoà Hải,Đường Lê Văn Hiến,108.25976,16.00125,72.0,4.6199,15.584752916729798,1,1,5.0,['3'],1900000000
Xã Hòa Sơn,Đường An Ngãi,108.100586,16.062296,309.0,10.0,40.46999999999999,1,1,3.0,"['1', ' 2', ' 5', ' 4']",1900000000
Xã Hòa Liên,Hòa liên 4,108.08358,16.087358,140.0,5.0,25.0,1,1,6.0,['1'],1910000000
Xã Hòa Liên,Hoà Liên 4,108.08358,16.087358,125.0,5.0,25.0,2,1,8.0,['2'],1920000000
Xã Hòa Nhơn,Đường Nhựa 5.5m,108.12508,16.010254,150.0,7.5,20.0,1,1,7.0,"['1', ' 3', ' 6']",1920000000
Phường Hòa Phát,Đường Cẩm Bắc 9,108.194954,16.018084,80.0,5.0,16.2299,1,1,1.0,"['2', ' 3']",1950000000
Phường Hòa Thọ Đông,Đường Bình Thái 4,108.20324,16.013596,62.0,5.0,12.4,1,1,1.0,['3'],1950000000
Phường Hòa Phát,Đường Cẩm Bắc 9,108.194954,16.018084,80.0,5.0,16.0,1,1,1.0,['3'],1950000000
Phường Hòa Phát,Đường Lê Đại Hành,108.1951,16.020348,82.0,4.5,18.0,1,1,2.0,['2'],1950000000
Xã Hòa Tiến,Đường tỉnh 605,108.18168,15.968948,161.0,7.0,23.0,1,1,1.0,['3'],1950000000
Xã Hòa Phước,Đường Nam Kỳ Khởi Nghĩa,108.21525,15.968176,137.0,9.0,15.0,1,1,7.0,['3'],1950000000
Phường Hoà Quý,Khái tây 1,108.23342,15.982958,82.0,5.0,16.0,1,1,2.0,['2'],1950000000
Phường Hòa Khánh Nam,Đường Hoàng Văn Thái,108.15827,16.053888,75.0,5.0,15.0,1,1,4.0,['2'],1950000000
Phường Hòa Phát,Đường Trường Chinh,108.19334,16.017275,80.0,5.0,16.0,1,1,7.0,['2'],1950000000
Phường Hòa Phát,Đường Trường Chinh,108.19334,16.017275,106.0,5.0,21.2,1,1,3.0,['2'],1950000000
Phường Hoà Quý,Kiệt Mai Đăng chơn,108.23342,15.982958,107.0,5.0,21.4,1,1,4.0,['1'],1960000000
Phường Hòa Khê,Đường Hà Huy Tập,108.19202,16.065773,53.0,5.0,10.6,1,1,6.0,['3'],1960000000
Phường Hoà Quý,Đường Bình Kỳ,108.23845,16.000658,97.0,5.0,19.4,1,1,5.0,['3'],1980000000
Phường Hòa Minh,Đường Trần Đình Tri,108.158394,16.084421,70.0,5.0,14.0,1,1,4.0,['3'],1980000000
Phường Hòa Khánh Nam,Đường Nguyễn Đình Trọng,108.14923,16.068388,78.0,6.5,14.0,1,1,1.0,['6'],1990000000
Xã Hòa Liên,Đường Hòa Liên 4,108.10762,16.093124,130.25,5.0,26.05,2,1,3.0,['2'],1990000000
Phường Hòa Khánh Bắc,Đường Nguyễn Đình Trọng,108.14923,16.068388,78.0,6.5,14.0,1,1,7.0,['3'],1999999999
Xã Hòa Khương,DH 409,108.101364,15.955791,210.0,7.0,30.0,1,1,4.0,['1'],2000000000
Xã Hòa Khương,DH609,108.101364,15.955791,210.0,7.0,30.0,2,1,4.0,['1'],2000000000
Phường Hòa Hiệp Nam,Hòa Hiệp Nam,108.12993,16.11041,100.0,5.0,20.0,2,1,6.0,['2'],2000000000
Phường Hoà Quý,Khu Số 4,108.23342,15.982958,125.0,5.0,25.0,2,1,3.0,"['1', ' 6']",2000000000
Phường Hoà Quý,Đường Bình Kỳ,108.23845,16.000658,97.0,6.5,14.923076923076923,1,1,8.0,['2'],2000000000
Phường Hoà Quý,Đường Mai Đăng Chơn,108.24111,15.986198,90.0,5.0,18.0,1,1,5.0,"['2', ' 6']",2020000000
Phường Hoà Quý,Đường Mai Đăng Chơn,108.24111,15.986198,91.0,5.0,18.0,1,1,5.0,"['2', ' 6']",2020000000
Phường Hòa Hiệp Nam,Đường Hàm Trung 3,108.13196,16.101742,107.0,5.0,21.0,1,1,7.0,['1'],2050000000
Xã Hòa Liên,Đường Hòa Liên,108.10296,16.089296,100.0,5.0,20.0,2,1,6.0,['1'],2050000000
Phường Hòa Thọ Đông,Đường Cách Mạng Tháng Tám,108.19883,16.014187,61.0,5.0,12.2,1,1,5.0,['3'],2050000000
Phường Hòa Hiệp Nam,Đường Đào Ngọc Chua,108.117775,16.100424,95.0,5.0,19.0,2,1,6.0,['1'],2050000000
Phường Hoà Quý,Đường Bình Kỳ,108.23845,16.000658,97.5,6.5,15.0,1,1,2.0,['1'],2080000000
Phường Hoà Quý,Đường Bình Kỳ,108.23845,16.000658,97.0,6.44,15.18,1,1,8.0,['3'],2080000000
Phường Hòa An,Đường Trần Đình Nam,108.17498,16.043243,56.0,4.0,14.0,1,1,6.0,['2'],2090000000
Phường Hòa Thọ Đông,Đường Cách Mạng Tháng Tám,108.19883,16.014187,73.0,5.0,14.6,1,1,2.0,['3'],2100000000
Phường Hòa Hiệp Nam,Đường Trương Văn Lĩnh,108.13157,16.100395,100.0,5.0,20.0,2,1,5.0,['2'],2100000000
Phường Hòa Khánh Nam,Đường Hoàng Văn Thái,108.15827,16.053888,66.0,5.0,14.0,1,1,7.0,"['2', ' 3']",2100000000
Phường Hòa Minh,Đường Tô Hiệu,108.16584,16.063051,60.0,5.0,12.0,1,1,7.0,['2'],2150000000
Phường Hòa Khánh Nam,Đường Hoàng Văn Thái,108.15827,16.053888,72.0,5.0,14.4,1,1,2.0,['2'],2150000000
Phường Hòa Khánh Nam,Mẹ Suốt,108.148796,16.053411,90.0,5.0,18.0,1,1,7.0,"['1', ' 2', ' 3']",2150000000
Xã Hòa Phước,Kiệt Bê Tông,108.21106,15.966055,121.0,5.0,24.2,1,1,5.0,"['1', ' 2']",2150000000
Phường Hòa Thọ Tây,Đường Tôn Đản,108.18984,16.016174,80.0,5.7199,14.05,1,1,3.0,"['6', ' 2']",2150000000
Xã Hòa Liên,Đường Hòa Liên 3,108.10801,16.092806,115.0,5.0,23.0,2,1,2.0,['2'],2150000000
Phường Hòa Thọ Tây,Nguyễn Như Đỗ,108.18768,16.003147,111.0,8.0,17.0,1,1,6.0,['2'],2150000000
Phường Hoà Quý,Đường Nam Kỳ Khởi Nghĩa,108.23148,15.975872,100.0,5.0,20.0,1,1,7.0,['1'],2150000000
Phường Hòa Phát,Đường Trường Chinh,108.19334,16.017275,165.0,5.0,33.0,1,1,3.0,['2'],2170000000
Phường Hoà Quý,Đường Mai Đăng Chơn,108.24111,15.986198,215.0,5.0198,40.46999999999999,1,1,1.0,['2'],2170000000
Phường Hòa Hiệp Bắc,Đường Đào Nghiễm,108.1188,16.124405,70.0,5.0,14.0,1,1,1.0,"['2', ' 6']",2200000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Phước Chu,108.121086,16.132555,142.1,5.0,29.0,1,1,3.0,['6'],2200000000
Xã Hòa Sơn,Đường Phan Quang Định,108.10782,16.072626,100.0,5.0,20.0,2,1,2.0,['1'],2200000000
Phường Hòa Thuận Đông,Đường Trưng Nữ Vương,108.214264,16.053051,58.0,4.0,14.0,1,1,5.0,['6'],2200000000
Phường Hòa Hiệp Bắc,Đường Kim Liên 2,108.11703,16.124567,100.0,5.0,20.0,2,1,2.0,['2'],2200000000
Phường Hòa Khánh Bắc,Hồng Phước 1,108.13694,16.077059,107.0,5.0,21.0,2,1,5.0,['1'],2250000000
Phường Hòa Khê,Đường Cù Chính Lan,108.18543,16.065361,100.0,5.0,20.0,1,1,5.0,['3'],2250000000
Phường Hòa Khê,Đường Trần Xuân Lê,108.187515,16.058624,55.0,4.3,12.790697674418606,1,1,2.0,['3'],2250000000
Phường Hòa Thọ Đông,Đường Phạm Viết Chánh,108.19611,16.015942,67.0,5.0,13.4,1,1,7.0,['3'],2250000000
Phường An Hải Tây,Đường Nguyễn Công Trứ,108.230644,16.068424,62.0,5.0,12.4,1,1,4.0,['3'],2270000000
Phường An Hải Tây,Đường Nguyễn Công Trứ,108.230644,16.068424,62.0,5.0,12.4,1,1,2.0,['3'],2270000000
Phường Thanh Khê Đông,Đường Nguyễn Tất Thành,108.17119,16.078756,58.0,4.0,14.5,1,1,6.0,['3'],2270000000
Phường Thọ Quang,Đường Trần Quang Khải,108.25199,16.102959,70.0,5.0,14.0,1,1,5.0,['3'],2270000000
Phường Thanh Khê Đông,Đường Nguyễn Tất Thành,108.18109,16.07489,64.0,4.5,14.0,1,1,6.0,"['2', ' 3']",2270000000
Phường Thanh Khê Đông,Đường Nguyễn Tất Thành,108.18109,16.07489,58.0,4.0,14.5,1,1,6.0,['3'],2280000000
Phường Hòa Hiệp Bắc,Kim Liên 3,108.11961,16.124105,90.0,5.0,18.0,1,1,1.0,['1'],2290000000
Phường Hòa An,Đường Lê Đình Kỵ,108.170906,16.041174,70.0,5.0,14.0,1,1,6.0,['2'],2290000000
Phường Thuận Phước,Đường Phan Kế Bính,108.218,16.082382,54.0,5.0,10.8,1,1,1.0,['3'],2300000000
Xã Hòa Châu,Vành Đai,108.19327,15.9845495,150.0,5.0,30.0,1,1,3.0,['1'],2300000000
Phường Thọ Quang,Đường Võ Duy Ninh,108.24848,16.092907,63.0,5.1999,12.0,1,1,7.0,['3'],2300000000
Xã Hòa Châu,nam kỳ khởi nghĩa,108.19327,15.9845495,150.0,5.0,30.0,1,1,7.0,['3'],2300000000
Phường Thuận Phước,Đường Phan Kế Bính,108.218,16.082382,54.0,5.0,10.8,1,1,4.0,['3'],2300000000
Xã Hòa Nhơn,Cầu Đỏ - Túy Loan,108.1561,15.997532,150.0,5.0,30.0,1,1,8.0,"['1', ' 3', ' 6']",2350000000
Phường Bình Hiên,Đường Hoàng Diệu,108.21413,16.057714,57.0,4.0,13.0,1,1,8.0,['3'],2350000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,70.0,4.1999,15.5,1,1,6.0,['2'],2350000000
Phường Hoà Quý,Khái Tây,108.23342,15.982958,225.0,10.0,22.5,1,1,6.0,['1'],2350000000
Phường Xuân Hà,Đường Hà Huy Tập,108.19178,16.06956,54.0,4.0,13.5,1,1,7.0,['3'],2350000000
Phường Hòa Khánh Bắc,Đường Thạch Sơn 7,108.12214,16.091265,100.0,5.0,20.0,1,1,8.0,"['1', ' 6']",2370000000
Phường Hòa Hiệp Nam,Thạch Sơn 7,108.13694,16.099676,100.0,5.0,20.0,1,1,7.0,['3'],2370000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,61.0,8.5299,7.4,1,1,5.0,['1'],2380000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,61.0,5.0,12.2,1,1,1.0,['3'],2380000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,61.0,8.0,7.625,1,1,5.0,['3'],2380000000
Phường Hòa Hiệp Nam,"Phường Hòa Hiệp Nam, quận Liên Chiểu, TP. Đà Nẵng",108.12993,16.11041,125.0,5.0,25.0,2,1,3.0,['1'],2380000000
Phường Thanh Khê Đông,Đường Kiệt 02 Hà Khê,108.18698,16.072979,61.0,4.0,14.0,1,1,6.0,['3'],2390000000
Phường Hòa Khánh Bắc,Đường Âu Cơ,108.14806,16.070679,91.0,5.0,19.0,2,1,6.0,['1'],2390000000
Phường Thanh Khê Đông,Đường Kiệt 02 Hà Khê,108.18698,16.072979,58.0,4.0,14.0,1,1,8.0,['3'],2390000000
Phường Hải Châu II,Đường Triệu Nữ Vương,108.216606,16.064144,68.0999,5.0,12.0,1,1,2.0,['3'],2450000000
Phường Hoà Quý,Đường Võ Chí Công,108.23306,15.999066,100.0,5.0,20.0,1,1,1.0,['1'],2450000000
Phường Hòa Khánh Bắc,Nguyễn Lương Bằng,108.13694,16.077059,96.0,4.9,19.5,1,1,8.0,['3'],2450000000
Phường Hòa Khánh Bắc,Kiệt 47 Nguyễn Lương Bằng,108.13694,16.077059,95.55,5.0,19.5,1,1,4.0,['2'],2450000000
Phường Hoà Quý,Đường Khái Tây 5,108.23337,15.979777,100.0,5.0,20.0,1,1,4.0,['1'],2450000000
Phường Tân Chính,Đường Lê Duẩn,108.21157,16.06984,50.0,5.0,10.0,1,1,4.0,['3'],2450000000
Phường Hải Châu II,Đường Triệu Nữ Vương,108.216606,16.064144,68.0,7.0,9.714285714285714,1,1,7.0,['3'],2450000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,80.0,8.5,10.0,1,2,6.0,"['1', ' 2', ' 3']",2450000000
Phường Tân Chính,Đường Lê Duẩn,108.21157,16.06984,50.0,5.0,10.0,1,1,5.0,['3'],2450000000
Phường Hòa Khánh Bắc,Đường Nguyễn Lương Bằng,108.14428,16.08689,96.0,5.0,19.2,1,1,6.0,['2'],2450000000
Phường Bình Thuận,Đường Hoàng Diệu,108.217155,16.056286,56.0,5.0,11.2,1,1,1.0,['3'],2480000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,2,1,4.0,"['1', ' 6']",2490000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,4.0,['1'],2490000000
Phường Thanh Bình,Đường Đinh Tiên Hoàng,108.20929,16.076122,90.0,4.3498,20.69060646466504,1,1,5.0,['6'],2500000000
Phường Thanh Bình,Đường Đinh Tiên Hoàng,108.20929,16.076122,90.0,5.0,18.0,1,1,5.0,['3'],2500000000
Phường Hòa Khê,Bế Văn Đàn,108.19344,16.065228,50.0,5.0,10.0,1,1,8.0,['3'],2500000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Văn Cừ,108.12177,16.12288,309.0,7.0,40.46999999999999,1,1,7.0,['3'],2500000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,8.0,['1'],2500000000
Phường Hoà Quý,Khái Tây 1,108.23342,15.982958,157.0,5.0,31.4,1,1,4.0,['3'],2500000000
Phường Hòa Cường Bắc,Đường Lê Cơ,108.21836,16.04164,51.0,10.0,1.0,1,1,4.0,['3'],2500000000
Phường Hoà Quý,Đường Ban Ban 9,108.22688,15.982549,100.0,5.0,20.0,1,1,4.0,['1'],2500000000
Phường Hoà Quý,Võ Chí Công,108.2273,16.0021,100.0,5.0,20.0,1,1,6.0,['1'],2500000000
Xã Hòa Châu,Đường Bàu Cầu 23,108.20124,15.991518,100.0,5.0,20.0,1,1,2.0,"['1', ' 6']",2520000000
Phường Hòa Phát,Đường Tôn Đản,108.188866,16.024868,80.0,5.0,17.0,1,1,1.0,['1'],2530000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,4.0,['1'],2540000000
Phường Hòa Khánh Nam,Đường Đà Sơn 4,108.15598,16.048725,101.0,5.0,20.2,1,1,6.0,"['1', ' 6']",2550000000
Phường Hoà Hải,7m5,108.26741,15.986558,144.0,6.0,24.0,1,1,1.0,['1'],2550000000
Phường Tam Thuận,Đường Đinh Tiên Hoàng,108.21185,16.075148,91.0,4.3499,20.92002114991149,1,1,5.0,['3'],2550000000
Phường Hòa Hiệp Nam,Đường Hàm Trung 4,108.132645,16.101484,100.0,5.0,20.0,2,1,6.0,['1'],2550000000
Xã Hòa Châu,Đường Quốc lộ 1,108.19277,15.99378,150.0,6.0,25.0,2,1,2.0,"['1', ' 2', ' 6']",2550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,166.0,7.0,23.714285714285715,1,1,8.0,['3'],2550000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,5.0,['1'],2550000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,4.0,['1'],2550000000
Phường Tam Thuận,Đường Đinh Tiên Hoàng,108.21185,16.075148,90.0,4.4,20.454545454545453,1,1,3.0,['3'],2550000000
Xã Hòa Châu,Quan Châu,108.19327,15.9845495,120.0,5.0,24.0,1,1,2.0,['3'],2550000000
Phường Hòa Thọ Đông,Đường Bình Thái 4,108.20324,16.013596,60.2999,5.0,12.05998,1,1,7.0,['3'],2550000000
Phường Hòa Khánh Bắc,Đường Thanh Vinh 8,108.12398,16.075787,175.0,7.0,25.0,1,1,4.0,"['1', ' 6']",2550000000
Phường Hòa Hiệp Nam,Hàm Trung 9,108.1338,16.099236,100.0,5.0,20.0,1,1,4.0,['1'],2560000000
Phường Hòa An,Đường Nguyễn Công Hoan,108.17764,16.046818,80.0,5.0,16.0,1,1,6.0,['2'],2580000000
Phường Hòa Phát,Vũ Lăng,108.172516,16.028736,77.0,5.0,15.4,1,1,6.0,['3'],2580000000
Phường Hòa Cường Nam,Đường 2 Tháng 9,108.224236,16.031948,54.0,4.4899,13.18,1,1,1.0,['2'],2580000000
Xã Hòa Châu,Đường Bàu Cầu 26,108.20249,15.990091,93.0,5.0,18.6,1,1,7.0,['3'],2580000000
Phường Hòa Cường Nam,Đường 2 Tháng 9,108.224236,16.031948,53.0,10.0,5.3,1,1,1.0,['3'],2580000000
Phường Khuê Mỹ,K20,108.25258,16.03022,97.0,4.1999,23.095787994952257,1,1,8.0,['3'],2590000000
Xã Hòa Ninh,Đường Nhựa 5m,108.01244,16.048275,309.0,10.0,40.46999999999999,1,1,2.0,"['1', ' 2']",2600000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,61.0,5.0,12.2,1,1,1.0,['3'],2600000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,61.0,5.0,12.2,1,1,1.0,['3'],2600000000
Phường Hòa Xuân,Đường Liêm Lạc 10,108.212944,15.9755335,100.0,5.0,20.0,2,1,1.0,['2'],2600000000
Phường Hòa Hiệp Nam,Đường Trần Tấn,108.134125,16.101042,103.0,5.0,20.6,1,1,6.0,['1'],2600000000
Phường Hoà Quý,Đường Khái Tây 4,108.232735,15.979844,100.0,5.0,20.0,2,1,1.0,['2'],2600000000
Phường Hòa Phát,Vũ Lăng,108.172516,16.028736,77.0,4.0,19.25,1,1,7.0,['1'],2600000000
Phường Hoà Quý,Đường Ban Ban 11,108.22808,15.983974,100.0,5.0,20.0,2,1,4.0,['2'],2600000000
Phường Hoà Quý,Đường Ban Ban 7,108.22703,15.984063,100.0,5.0,20.0,1,1,4.0,"['1', ' 6']",2600000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,93.0,5.0,18.2999,1,1,5.0,"['1', ' 2']",2600000000
Phường Hoà Quý,Đường Khái Tây 4,108.232735,15.979844,100.0,5.0,20.0,2,1,1.0,['1'],2600000000
Phường Hoà Quý,Đường Khái Tây 4,108.232735,15.979844,100.0,5.0,20.0,2,1,1.0,['1'],2600000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,112.0,4.0,28.0,1,1,6.0,"['2', ' 1', ' 3']",2640000000
Xã Hòa Châu,Đường quang châu,108.19327,15.9845495,110.0,5.0,22.0,1,1,7.0,['2'],2650000000
Xã Hòa Châu,Đường Cao Bá Đạt,108.200714,15.995761,100.0,5.0,20.0,1,1,1.0,['3'],2650000000
Phường Hòa An,Đường Nguyễn Công Hoan,108.17764,16.046818,70.0,8.0,9.0,1,1,1.0,['2'],2650000000
Phường Thọ Quang,Đường Thành Vinh 2,108.25455,16.104464,55.0,5.0,11.0,1,1,6.0,"['1', ' 2', ' 3']",2650000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,112.0,4.0,28.0,1,1,6.0,"['2', ' 1']",2650000000
Phường Hoà Quý,Đường Mai Đăng Chơn,108.24111,15.986198,100.0,5.0,20.0,1,1,2.0,['3'],2650000000
Phường Hòa Xuân,Cao Bá Đạt,108.219955,16.001999,80.0,5.0,16.0,1,1,4.0,['1'],2650000000
Phường Thuận Phước,Đường Mai Lão Bạng,108.21774,16.084578,55.0,5.0,11.0,1,1,5.0,"['2', ' 3']",2650000000
Xã Hòa Châu,Cao Bá đạt,108.200714,15.995761,100.0,5.0,20.0,1,1,1.0,['3'],2650000000
Phường Thuận Phước,Đường Mai Lão Bạng,108.21774,16.084578,54.0,6.21,9.25,1,1,6.0,['3'],2650000000
Phường Thọ Quang,Đường Thành Vinh 2,108.25455,16.104464,55.0,5.1999,10.5,1,1,6.0,['3'],2650000000
Phường Chính Gián,Thái Thị Bôi ,108.207,16.0659,88.0,8.0,11.0,1,1,6.0,"['3', ' 6']",2680000000
Phường Hòa Xuân,Trung đồng,108.219955,16.001999,100.0,5.0,20.0,2,1,4.0,['2'],2690000000
Phường Hòa An,Trinh Đường,108.17548,16.04826,136.0,4.5,27.0,1,1,5.0,['1'],2690000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,110.0,4.0,27.5,1,1,8.0,['3'],2700000000
Phường Khuê Mỹ,Đường Trần Hoành,108.24653,16.02566,97.0,4.1999,23.0,1,1,8.0,['2'],2700000000
Phường Hòa Phát,Đường Trinh Đường,108.178894,16.0334,136.0,5.0,27.2,1,1,6.0,"['1', ' 3']",2700000000
Phường Hòa Hiệp Nam,A,108.117836,16.10559,125.0,5.0,25.0,2,1,5.0,['1'],2700000000
Phường Hòa Xuân,Đường Liêm Lạc 6,108.215836,15.974718,100.0,5.0,20.0,2,1,3.0,['1'],2750000000
Xã Hòa Sơn,Hoà Sơn 7,108.11322,16.0452,153.0,5.0,30.6,1,1,7.0,['3'],2750000000
Phường Hòa Phát,Vũ Lăng,108.172516,16.028736,100.0,5.0,20.0,1,1,6.0,['1'],2750000000
Phường Hoà Hải,Đường Đặng Thái Thân,108.25542,16.008673,100.0,4.9,20.408163265306122,1,1,7.0,"['2', ' 3']",2750000000
Phường Hòa Hiệp Nam,Đường Trung Lập 18,108.12493,16.094494,100.0,5.0,20.0,1,1,5.0,['3'],2750000000
Phường Chính Gián,Lê Dình Lý,108.19994,16.066612,64.0,4.0,16.0,1,1,7.0,['3'],2750000000
Phường Hòa Xuân,Đường Liêm Lạc 6,108.215836,15.974718,100.0,5.0,20.0,1,1,6.0,['3'],2750000000
Phường Hòa Hiệp Nam,Hòa Hiệp Nam,108.12993,16.11041,120.0,5.0,24.0,1,1,6.0,"['1', ' 6']",2750000000
Phường Hòa Hiệp Nam,Đường Võ Tự,108.12908,16.096098,100.0,5.0,20.0,2,1,6.0,['1'],2750000000
Phường Thạc Gián,Đường Lê Đình Lý,108.21114,16.059872,75.0,5.0,15.0,1,1,6.0,['3'],2750000000
Phường Hòa Hiệp Nam,Đường Mê Linh,108.1259,16.0917,125.0,5.0,25.0,2,1,7.0,['2'],2750000000
Phường Hòa Xuân,Đường Liêm Lạc 18,108.21968,15.981585,100.0,5.0,20.0,2,1,2.0,['1'],2750000000
Phường Thạc Gián,Đường Lê Đình Lý,108.21114,16.059872,65.0,5.0,13.0,1,1,7.0,['3'],2750000000
Xã Hòa Châu,Đường Bàu Cầu 25,108.20208,15.990379,100.0,5.0,20.0,1,1,7.0,['1'],2770000000
Phường An Hải Bắc,Đường Chính Hữu,108.23977,16.074646,60.0,5.0,12.0,1,1,3.0,['3'],2785000000
Phường Hòa Thọ Đông,Đường Trần Ngọc Sương,108.19438,16.00425,120.0,5.0,24.0,1,1,8.0,['3'],2790000000
Xã Hòa Châu,Đường Đặng Văn Kiều,108.198715,15.9956665,100.0,5.0,20.0,1,1,6.0,['1'],2800000000
Xã Hòa Liên,Ngô xuân thu nối dài ,108.08358,16.087358,309.0,10.0,40.46999999999999,4,4,3.0,"['1', ' 4']",2800000000
Phường Hòa Thọ Tây,Đường Trường Sơn,108.1897,16.01359,100.0,4.0999,24.0,1,1,4.0,"['1', ' 3', ' 6']",2800000000
Xã Hòa Phước,Đường Quốc lộ 1,108.20815,15.980089,80.0,4.5,18.0,1,1,8.0,"['1', ' 3']",2800000000
Xã Hòa Châu,Đường Bàu Cầu 19,108.197395,15.99502,100.0,5.0,20.0,1,1,4.0,['6'],2800000000
Phường Hòa Khánh Bắc,xuan thieu 37,108.1463,16.09106,69.5,5.0,13.9,1,1,7.0,['3'],2800000000
Phường Hoà Quý,Không Tên ,108.2333,15.9828,120.0,5.0,24.0,2,1,5.0,['1'],2800000000
Phường Hòa Khánh Bắc,Xuân thiều 37,108.1463,16.09106,70.0,5.0,14.0,1,1,7.0,['3'],2810000000
Phường Hòa Xuân,Đường Nhân Hòa 3,108.21068,15.982146,100.0,5.0,20.0,2,1,1.0,['1'],2850000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,63.0,4.0,16.0,1,1,6.0,['3'],2850000000
Phường Hòa Thọ Đông,Đường Phan Sĩ Thực,108.197205,16.011398,90.0,5.0,18.0,1,1,4.0,['3'],2850000000
Phường Hòa Khánh Bắc,xuân thiều 38,108.13694,16.077059,69.5,5.0,14.0,1,1,5.0,['1'],2850000000
Phường Hoà Hải,Đường Trần Đại Nghĩa,108.25596,15.983155,144.0,6.0,24.0,2,1,3.0,['1'],2850000000
Phường Hòa Minh,Đường Phước Lý 6,108.16757,16.041449,105.0,5.0,21.0,1,1,8.0,['1'],2850000000
Phường Thạc Gián,Đường Lê Đình Lý,108.21114,16.059872,68.0,4.3,15.5,1,1,6.0,['3'],2850000000
Phường Thạc Gián,Đường Lê Đình Lý,108.21114,16.059872,69.0,5.0,13.8,1,1,7.0,['3'],2850000000
Phường Hoà Hải,Nguyễn Trọng Hợp,108.26741,15.986558,94.0,4.0,23.5,2,1,4.0,['1'],2880000000
Phường Hoà Quý,Đường Bình Kỳ,108.23845,16.000658,210.0,7.0,30.0,1,1,8.0,['2'],2900000000
Phường Hoà Quý,Nguyễn Thành Thọ,108.23342,15.982958,200.0,10.0,20.0,2,1,8.0,['1'],2900000000
Phường Hòa Khánh Bắc,Quy hoạch cạnh Nguyễn An Ninh & Nguyễn Tất Thành.,108.13694,16.077059,85.0,5.0,17.0,1,1,3.0,['1'],2900000000
Phường Hòa Thọ Đông,Đường Bình Thái 1,108.20449,16.013746,58.0,5.0,11.6,1,1,5.0,['3'],2900000000
Phường Hoà Quý,Đường Khuê Đông,108.235405,15.9857,100.0,5.0,20.0,1,1,2.0,['1'],2900000000
Xã Hòa Khương,DH 409,108.101364,15.955791,300.0,10.0,30.0,1,1,4.0,"['1', ' 6']",2900000000
Phường Hòa Minh,Phước Lý 5,108.1691,16.04284,110.0,5.0,21.0,1,1,5.0,['1'],2920000000
Phường Hòa Minh,Đường Phước Lý 5,108.1691,16.04284,110.0,5.0,22.0,1,1,5.0,['1'],2930000000
Phường Hòa Minh,Đường Phước Lý 5,108.1691,16.04284,110.0,5.0,22.0,1,1,5.0,['1'],2930000000
Phường Hoà Quý,đường khue đông,108.235405,15.9857,100.0,5.0,20.0,2,1,3.0,"['1', ' 6']",2950000000
Phường Hòa Thọ Đông,Trần Ngọc Sương,108.19438,16.00425,120.0,6.0,20.0,1,1,4.0,"['2', ' 6']",2950000000
Phường Thạc Gián,Đường Phạm Văn Nghị,108.20942,16.05973,94.0,6.0,15.0,1,1,5.0,['3'],2950000000
Xã Hòa Nhơn,Đường Trường Sơn,108.16547,16.01157,129.0,4.0,33.0,1,1,6.0,['1'],2950000000
Phường Hoà Quý,Cầu Khuê Đông,108.2314,16.00037,100.0,5.0,20.0,1,1,5.0,['3'],2950000000
Phường Thanh Khê Đông,01 Hà Khê,108.18586,16.068548,50.0,5.0,10.0,1,1,4.0,['3'],2950000000
Phường Hoà Quý,Đường Hằng Phương Nữ Sĩ,108.23299,15.989405,100.0,5.0,20.0,1,1,2.0,"['1', ' 2']",2950000000
Phường Hoà Hải,Đường Nguyễn Duy Cung,108.25273,15.981404,100.0,5.0,20.0,1,1,4.0,['6'],2950000000
